FundingOrgName,Department,Title,StartDate,EndDate,Status,GTRProjectUrl,FundingAmount
EPSRC,Research and Graduate Services,Fibres and Coupling Agents for Composite and Tissue Engineering Applications (FaCCTA) - Pilot Stage,01/11/2007,30/04/2008,Closed,https://gtr.ukri.org:443/projects?ref=EP/F025831/1,38241.0
NERC,Geology,Lithostratigraphy determination and characterisation from Logging While Drilling Data: NanTroSEIZE IODP Expedition 314,01/02/2008,30/04/2008,Closed,https://gtr.ukri.org:443/projects?ref=NE/F009593/1,18185.0
AHRC,Edinburgh College of Art,"State versus Style: Naturalism and Avant-Gardism under the Early Third Republic, 1885-1900",01/01/2008,30/04/2008,Closed,https://gtr.ukri.org:443/projects?ref=AH/E004865/1,36684.0
ESRC,IFS Research Team,Investigating business-university innovation linkages,01/05/2007,30/04/2008,Closed,https://gtr.ukri.org:443/projects?ref=ES/E017231/1,43936.0
MRC,Clinical Neurosciences,Anatomical connectivity in early onset schizophrenia,01/05/2006,30/04/2008,Closed,https://gtr.ukri.org:443/projects?ref=G0500092,167656.0
ESRC,Economics,Reservation wages: Unemployment and job search: A microeconomic analysis,01/03/2007,30/04/2008,Closed,https://gtr.ukri.org:443/projects?ref=ES/E010725/1,79624.0
EPSRC,Sch of Computing,Foundational Ontology for Geographic Information,01/03/2006,30/04/2008,Closed,https://gtr.ukri.org:443/projects?ref=EP/D002834/1,120508.0
AHRC,Lancaster Inst for the Contemporary Arts,Art in the Age of Pluralism: the Art Criticism of Lawrence Alloway,01/01/2008,30/04/2008,Closed,https://gtr.ukri.org:443/projects?ref=AH/F00396X/1,29837.0
AHRC,Philosophy,The Scottish Crucible: John Walker and the Chemistry of Geology in Enlightenment Edinburgh,01/01/2008,30/04/2008,Closed,https://gtr.ukri.org:443/projects?ref=AH/F005849/1,20740.0
EPSRC,Information Systems Computing and Maths,Investigating Ontologies for Discrete Event Simulation,01/10/2007,30/04/2008,Closed,https://gtr.ukri.org:443/projects?ref=EP/F026846/1,38652.0
BBSRC,Genetics and Genomics,The effect of TM-QTL and other QTLs on lean meat yield and meat quality in sheep and its evaluation using VISA,01/10/2006,30/04/2008,Closed,https://gtr.ukri.org:443/projects?ref=BB/E01903X/1,26144.0
BBSRC,Gene Expression and Development,Development of transgenic mice to determine the role of intelectins as effectors of gastrointestinal nematode expulsion,01/06/2007,30/04/2008,Closed,https://gtr.ukri.org:443/projects?ref=BB/E009832/1,353364.0
BBSRC,Genetics and Genomics,The exploitation of genetic variation in gene network inference,01/10/2007,30/04/2008,Closed,https://gtr.ukri.org:443/projects?ref=BB/F003854/1,84490.0
BBSRC,Gene Expression and Development,Defining the molecular basis of photoperiodism in mammals,01/04/2007,30/04/2008,Closed,https://gtr.ukri.org:443/projects?ref=BB/E016707/1,128554.0
BBSRC,Genetics and Genomics,Critical early events at the mucosal/worm interface following infection fo sheep with the abomasal nematode Teladorsagia circumcincta,01/09/2007,30/04/2008,Closed,https://gtr.ukri.org:443/projects?ref=BB/E018408/1,62490.0
MRC,Finance,Gamma-herpesvirus dissemination in vivo,01/05/2005,30/04/2008,Closed,https://gtr.ukri.org:443/projects?ref=G0400427,244006.0
EPSRC,Physics and Astronomy,Transient or permanent? Is turbulence in shear flows a sustained state?,01/11/2007,30/04/2008,Closed,https://gtr.ukri.org:443/projects?ref=EP/F017413/1,302217.0
AHRC,Sch of European Culture and Languages,Spanish Horror Film,01/01/2008,30/04/2008,Closed,https://gtr.ukri.org:443/projects?ref=AH/F005121/1,22101.0
AHRC,History,The Re-emergence of Spain as a Mediterranean (and especially Italian) Power c. 1707-48,01/01/2008,30/04/2008,Closed,https://gtr.ukri.org:443/projects?ref=AH/E505724/1,27198.0
AHRC,Humanities and Social Sciences,Composing Histories:A filmic exploration of biography via an analysis of 'the interview' with specific reference to Northern Irish history 1956-60.,01/01/2008,30/04/2008,Closed,https://gtr.ukri.org:443/projects?ref=AH/F00592X/1,26044.0
BBSRC,Genetics and Genomics,Dissecting structural and functional genomic factors underlying the resistance of Atlantic salmon fry to infectious pancreatic necrosis,01/11/2007,30/04/2008,Closed,https://gtr.ukri.org:443/projects?ref=BB/F002750/1,461165.0
EPSRC,Sch of Computing,Easy Expression of Authorisation Policies,01/09/2006,30/04/2008,Closed,https://gtr.ukri.org:443/projects?ref=EP/D052181/1,109383.0
ESRC,Fac of Engineering and Environment,The role of identity in participation in Children's Centre services: The subjective experience of minority groups.,16/04/2007,30/04/2008,Closed,https://gtr.ukri.org:443/projects?ref=ES/E018491/1,27273.0
MRC,Unlisted,An experimental investigation of cognitive processes maintaining worry in Generalised Anxiety Disorder,01/02/2005,30/04/2008,Closed,https://gtr.ukri.org:443/projects?ref=G0400342,216983.0
BBSRC,UNLISTED,Epigenetic regulation of gene expression as a mechanism of nutritional programming and developmental origins of health and disease,01/05/2006,30/04/2008,Closed,https://gtr.ukri.org:443/projects?ref=BBS/E/B/0000L184,57946.0
BBSRC,Gene Expression and Development,Is sexual development conserved between birds and mammals?,01/03/2007,30/04/2008,Closed,https://gtr.ukri.org:443/projects?ref=BB/E015425/1,646376.0
EPSRC,School of Physics and Astronomy,Stroboscopic excitation fluorescence lifetime imaging,01/05/2007,30/04/2008,Closed,https://gtr.ukri.org:443/projects?ref=EP/E013104/1,105369.0
MRC,Finance,Proposal for a Human Embryonic Stem (ES) Cell Resource Centre,01/11/2004,30/04/2008,Closed,https://gtr.ukri.org:443/projects?ref=G0300273,955313.0
EPSRC,Research and Graduate Services,Downhole Gas Compressor Motor Drive for Production Enhancement from Gas Fields,01/02/2007,30/04/2008,Closed,https://gtr.ukri.org:443/projects?ref=DT/E005764/1,87632.0
EPSRC,Chemistry,Adventurous Research in Chemistry / Synthesis and Characterisation of Novel Nanomaterials,01/05/2006,30/04/2008,Closed,https://gtr.ukri.org:443/projects?ref=EP/D051452/1,51535.0
ESRC,Education,The Socio-Cultural and Learning Experiences of Working Class Students in HE,01/01/2006,30/04/2008,Closed,https://gtr.ukri.org:443/projects?ref=RES-139-25-0208,168813.0
EPSRC,Sch of Social Sciences,Exploiting spatial cognition in picture database design,16/10/2006,30/04/2008,Closed,https://gtr.ukri.org:443/projects?ref=EP/E006876/1,308537.0
AHRC,Sch of European Culture and Languages,Correspondance Apollinaire et les peintres (1903-1918),01/01/2008,30/04/2008,Closed,https://gtr.ukri.org:443/projects?ref=AH/F005113/1,33557.0
BBSRC,Biological Sciences,Advanced sample making tools for electron paramagnetic resonance spectroscopy,01/05/2007,30/04/2008,Closed,https://gtr.ukri.org:443/projects?ref=BB/E02355X/1,32705.0
AHRC,"Sch of History, Art History & Philosophy",American Culture in the 1920s,01/01/2008,30/04/2008,Closed,https://gtr.ukri.org:443/projects?ref=AH/F002947/1,22263.0
AHRC,Music,"Guillaume de Machaut: Scribe, Poet, Composer",01/01/2008,30/04/2008,Closed,https://gtr.ukri.org:443/projects?ref=AH/E003168/1,27365.0
NERC,Geography Archaeology and Palaeoecology,Fossil insect remains as indicators of the primeval forest; a modern analogue approach.,01/05/2006,30/04/2008,Closed,https://gtr.ukri.org:443/projects?ref=NE/D007577/1,90286.0
EPSRC,School of Engineering,Grant in Aid of Supporting the fifth UK Technological Plasma Workshop,01/11/2007,30/04/2008,Closed,https://gtr.ukri.org:443/projects?ref=EP/F025955/1,9717.0
ESRC,Human Rights Centre,"Challenges facing indigenous law in Colombia, with particular reference to human rights.",01/05/2007,30/04/2008,Closed,https://gtr.ukri.org:443/projects?ref=ES/E01223X/1,76500.0
MRC,Zoology,Improved cage cleaning regimes as a husbandry refinement for laboratory mice,01/05/2004,30/04/2008,Closed,https://gtr.ukri.org:443/projects?ref=G0300112,218037.0
EPSRC,Sch of Life Sciences,The role of ocular aberrations and retinal image quality in accommodation response accuracy,01/05/2006,30/04/2008,Closed,https://gtr.ukri.org:443/projects?ref=EP/D036550/1,120426.0
AHRC,War Studies,Three Armies on the Somme,01/01/2008,30/04/2008,Closed,https://gtr.ukri.org:443/projects?ref=AH/F005555/1,31114.0
EPSRC,Mechanical Engineering,"A novel process:solution-Heat-treatment, Forming and cold-die Quenching (HFQ)",26/03/2007,30/04/2008,Closed,https://gtr.ukri.org:443/projects?ref=EP/E00573X/1,400573.0
EPSRC,Digital World Research Centre,StoryBank: Sharing stories across digital divides,01/06/2006,30/04/2008,Closed,https://gtr.ukri.org:443/projects?ref=EP/E006698/1,151951.0
EPSRC,Physics and Astronomy,Quantum states of Water at Dissociation,01/05/2007,30/04/2008,Closed,https://gtr.ukri.org:443/projects?ref=EP/E043674/1,88696.0
MRC,Marketing and Retail,Buywell: evaluation of a targeted marketing intervention to influence food purchasing behaviour by low income consumers,01/05/2006,30/04/2008,Closed,https://gtr.ukri.org:443/projects?ref=G0501271,239474.0
AHRC,Faculty of Arts Computing Eng and Sci,The production and application of Japanese Irogane alloys.,01/12/2007,30/04/2008,Closed,https://gtr.ukri.org:443/projects?ref=AH/F012101/1,16080.0
AHRC,Sch of Divinity,"Identity and liturgy: radicalization in the Marian exile, 1554-60",01/01/2008,30/04/2008,Closed,https://gtr.ukri.org:443/projects?ref=AH/F005032/1,28096.0
BBSRC,Genetics and Genomics,BBSRC Doctoral Training Grant - 2005,01/10/2006,30/04/2008,Closed,https://gtr.ukri.org:443/projects?ref=BB/D526745/1,867552.0
BBSRC,UNLISTED,Accumulation of PrP amyloid in vivo that is not infectious,01/04/2007,30/04/2008,Closed,https://gtr.ukri.org:443/projects?ref=BB/E002900/2,523695.0
AHRC,Arts and Design,Film Sequels: Theory and Practice from Hollywood to Bollywood,01/01/2008,30/04/2008,Closed,https://gtr.ukri.org:443/projects?ref=AH/E00461X/1,23264.0
ESRC,Unlisted,From Organisational Translation to Transformation,01/10/2007,30/04/2008,Closed,https://gtr.ukri.org:443/projects?ref=RES-173-27-0041,18820.0
AHRC,American Studies,"Ten People, Ten Colors: A History of Gay Interracialism",01/01/2008,30/04/2008,Closed,https://gtr.ukri.org:443/projects?ref=AH/F006640/1,35000.0
ESRC,Moray House School of Education,ESRC and Scottish Executive Placement Fellowship Scheme,01/11/2007,30/04/2008,Closed,https://gtr.ukri.org:443/projects?ref=RES-173-27-0050,26849.0
MRC,Unlisted,Translating Effective Behavioural Interventions - Replicating a proven interventon to meet the sexual and reproductive,01/03/2006,30/04/2008,Closed,https://gtr.ukri.org:443/projects?ref=G0500117,192020.0
ESRC,School of Psychology,The face as an attentional signal: Electrophysiological correlates of attentional capture and interactions with working,01/05/2007,30/04/2008,Closed,https://gtr.ukri.org:443/projects?ref=ES/F000383/1,79953.0
AHRC,Kent Law School,"The webs of copyright in countries of the global South: political economy, cultural commodification, and accessibility issues.",01/01/2008,30/04/2008,Closed,https://gtr.ukri.org:443/projects?ref=AH/E004512/1,25557.0
EPSRC,Sch of Physics & Astronomy,Defect reduction in GaN using the in-situ growth of transition metal nitride layers,01/11/2007,30/04/2008,Closed,https://gtr.ukri.org:443/projects?ref=EP/F019076/1,14222.0
AHRC,School of Arts and Cultures,picturing paradise,08/02/2007,30/04/2008,Closed,https://gtr.ukri.org:443/projects?ref=AH/E002757/1,16253.0
AHRC,"Drama, Theatre and Performance","A Feminine Cinematics: Luce Irigaray, Women and Film",01/01/2008,30/04/2008,Closed,https://gtr.ukri.org:443/projects?ref=AH/F002904/1,26312.0
BBSRC,Genetics and Genomics,BSRC Industrial Partnership Grant,01/10/2007,30/04/2008,Closed,https://gtr.ukri.org:443/projects?ref=BB/E528352/1,70820.0
AHRC,Sch of Literature Languages & Culture,Methodological and practical applications of close reading to Proust (a series of articles),01/01/2008,30/04/2008,Closed,https://gtr.ukri.org:443/projects?ref=AH/F004028/1,22992.0
AHRC,English,Gavrik Losey and British film production from the mid 1960s and to the mid 1970s,01/05/2006,30/04/2008,Closed,https://gtr.ukri.org:443/projects?ref=119211/1,95427.0
MRC,Dept of Medicine,Shaping mental health services in the community for refugees and elective migrants from former Yugoslavia,01/11/2004,30/04/2008,Closed,https://gtr.ukri.org:443/projects?ref=G106/1212,266099.0
BBSRC,Royal (Dick) School of Veterinary Scienc,Computational tools for simulation of stochastic ion channel activity in neurons,01/11/2006,30/04/2008,Closed,https://gtr.ukri.org:443/projects?ref=BB/E014526/1,82819.0
EPSRC,IESSG,The Truth about Unmanned Aerial Vehicles,01/04/2007,30/04/2008,Closed,https://gtr.ukri.org:443/projects?ref=EP/E033032/1,68963.0
ESRC,Economics,An evaluation of UK engineering strikes between 1920 and 1970,01/07/2006,30/04/2008,Closed,https://gtr.ukri.org:443/projects?ref=ES/E000622/1,75472.0
AHRC,Languages  Cultures  Art History & Music,Investigating and communicating the historical significance of Matthew Boulton (1728-1809),01/07/2007,30/04/2008,Closed,https://gtr.ukri.org:443/projects?ref=AH/F001274/1,12730.0
AHRC,Lancaster Inst for the Contemporary Arts,Analysing Musical Structure: Harmonic-Contrapuntal Reduction by Computer,01/01/2008,30/04/2008,Closed,https://gtr.ukri.org:443/projects?ref=AH/F004109/1,26345.0
EPSRC,Mathematics and Statistics,Sound Source Identification and Sound Reproduction,01/05/2007,30/04/2008,Closed,https://gtr.ukri.org:443/projects?ref=EP/E032419/1,97535.0
AHRC,History,Victims of the Berlin Wall: Political Legitimation and Identity-Building in Cold War Germany,01/01/2008,30/04/2008,Closed,https://gtr.ukri.org:443/projects?ref=AH/E003842/1,26198.0
ESRC,Environmental Sciences,Task allocation in European Union environmental policy: testing the value of a federal theoretical perspective,01/05/2007,30/04/2008,Closed,https://gtr.ukri.org:443/projects?ref=ES/E011152/1,67705.0
AHRC,Edinburgh College of Art,Alex North's Score for 'A Streetcar Name Desire',01/01/2007,30/04/2008,Closed,https://gtr.ukri.org:443/projects?ref=AH/E503322/1,22726.0
EPSRC,Computer Laboratory,IPv4 and IPv6 Performance and QoS - 46PaQ,01/10/2007,30/04/2008,Closed,https://gtr.ukri.org:443/projects?ref=GR/S93714/03,67624.0
MRC,Dept of Medicine,Microbubble ultrasound as a tool for gene delivery,01/02/2002,30/04/2008,Closed,https://gtr.ukri.org:443/projects?ref=G0100120,475008.0
AHRC,History,"Desegregating Dixie: Southern Catholics and Desegregation, 1945-1980",01/01/2008,30/04/2008,Closed,https://gtr.ukri.org:443/projects?ref=AH/E004970/1,25361.0
AHRC,Sch of Arts,Pictures and Seeing,01/01/2008,30/04/2008,Closed,https://gtr.ukri.org:443/projects?ref=AH/F00429X/1,21433.0
EPSRC,Leeds Nanomanufacturing Institute,Fabrication of re-usable materials based on mineral particulates,01/02/2006,30/04/2008,Closed,https://gtr.ukri.org:443/projects?ref=EP/D027411/1,335350.0
EPSRC,Sch of the Built Environment,Transient identification of the location of defective water seal traps within building drainage and vent systems.,01/05/2006,30/04/2008,Closed,https://gtr.ukri.org:443/projects?ref=EP/D027969/1,162762.0
BBSRC,Computer Science,Multiple Scale and Multimodal Data and Information Fusion in Human Sensory Discrimination,01/11/2006,30/04/2008,Closed,https://gtr.ukri.org:443/projects?ref=BB/E000088/1,51369.0
AHRC,Media and Communications,Happiness: A Cultural Study,01/01/2008,30/04/2008,Closed,https://gtr.ukri.org:443/projects?ref=AH/E004393/1,28867.0
MRC,Biological Sciences,UK-BaCWAN: UK-Bacterial Cell Wall Assembly Network,01/05/2006,30/04/2008,Closed,https://gtr.ukri.org:443/projects?ref=G0500643,164933.0
BBSRC,MRC Clinical Sciences Centre,Evaluating the impact of coagulation factors on gene delivery using pseudotyped adenoviruses: receptor usage bioavailability and immunogenicity,01/07/2007,30/04/2008,Closed,https://gtr.ukri.org:443/projects?ref=BB/E02145X/1,29864.0
ESRC,Psychology,Knowledge of the Human Body Shape in Early Childhood,01/05/2007,30/04/2008,Closed,https://gtr.ukri.org:443/projects?ref=ES/E01884X/1,61997.0
NERC,Earth and Environmental Sciences,Exploring the link between surface structures and toxicity in mineral particles: Case study of induced and intrinsic toxicity in quartz,01/05/2007,30/04/2008,Closed,https://gtr.ukri.org:443/projects?ref=NE/E009336/1,44198.0
ESRC,Geography,The 'Walkable City': the dimensions of walking and overlapping walks of life,01/05/2007,30/04/2008,Closed,https://gtr.ukri.org:443/projects?ref=ES/E016383/1,71094.0
AHRC,Wimbledon College of Art,"Umuntu, Ngumuntu, Ngabantu: The Story of African Choir, 1891-1893. Performing Identities in Victorian Britain",01/05/2007,30/04/2008,Closed,https://gtr.ukri.org:443/projects?ref=AH/E009972/1,16332.0
BBSRC,UNLISTED,Probing molecular mechanisms of neurodegenerative ageing in prion ablated mice,01/04/2007,30/04/2008,Closed,https://gtr.ukri.org:443/projects?ref=BB/C506356/2,173567.0
MRC,Sch of Psychology,The cognitive and neural basis of the social mind,01/01/2005,30/04/2008,Closed,https://gtr.ukri.org:443/projects?ref=G0400299,289091.0
AHRC,Sch of Literature Languages & Culture,Vitalism and the Meaning of Life in the Philosophy and Criticism of Gilles Deleuze,01/01/2008,30/04/2008,Closed,https://gtr.ukri.org:443/projects?ref=AH/E003206/1,31402.0
ESRC,Sch of Social and Political Science,"Empire, religion and national identity: Scottish Christian imperialism in the 19th and early 20th centuries",01/05/2007,30/04/2008,Closed,https://gtr.ukri.org:443/projects?ref=ES/E011160/1,64698.0
EPSRC,Centre for Biophotonics,"Visit to LaSIE (April 2008): initiating an international collaboration to develop laser sources for spatially-localised, deep-tissue photostimulation",01/04/2008,30/04/2008,Closed,https://gtr.ukri.org:443/projects?ref=EP/F036213/1,6417.0
BBSRC,Sch of Chemistry and Chemical Eng,Concentrically Layered Nano Fibres from Coaxial Electrospinning for Protein Encapsulation and Fabrication of Tissue Engineering Scaffold,30/04/2007,29/04/2008,Closed,https://gtr.ukri.org:443/projects?ref=BB/E012248/1,90380.0
EPSRC,School of Physics and Astronomy,Using crystallographic orientation mapping to examine stress concentrations and local crystallography in piezoelectric materials,30/10/2006,29/04/2008,Closed,https://gtr.ukri.org:443/projects?ref=EP/D032768/1,122939.0
ESRC,Psychology,Serial processing in reading aloud: an investigation across three languages,31/01/2007,29/04/2008,Closed,https://gtr.ukri.org:443/projects?ref=ES/E004725/1,79310.0
EPSRC,Mathematics,Foundational problems in the arithmetic of curves and abelian varieties over finite fields,30/01/2006,29/04/2008,Closed,https://gtr.ukri.org:443/projects?ref=EP/C014839/1,112462.0
MRC,Physiology,Pilot grant to determine the transcription factor code that specifies CiA interneurons,29/01/2007,28/04/2008,Closed,https://gtr.ukri.org:443/projects?ref=G0600877,98795.0
AHRC,Humanities,The Tragi-Comedy of Victorian Fatherhood,28/01/2008,27/04/2008,Closed,https://gtr.ukri.org:443/projects?ref=AH/F005156/1,19361.0
BBSRC,Cancer Sciences,Purchase of a 600 MHz ACAS magnet and cryogenic probe for high throughput metabolomics and ligand discovery,27/04/2007,26/04/2008,Closed,https://gtr.ukri.org:443/projects?ref=BB/E013198/1,244548.0
BBSRC,Biomedical Science,The effect of feedback connections on information processing at the first visual synapse of Drosophila and on the animal behaviour,27/03/2006,26/04/2008,Closed,https://gtr.ukri.org:443/projects?ref=BB/D001900/1,173966.0
BBSRC,Genetics,Confocal microscope,27/04/2007,26/04/2008,Closed,https://gtr.ukri.org:443/projects?ref=BB/E01304X/1,240217.0
NERC,Plymouth Marine Lab,Effects of C-60 fullerenes and carbon nanotubes on marine mussels.,26/10/2007,25/04/2008,Closed,https://gtr.ukri.org:443/projects?ref=NE/E014321/1,19849.0
EPSRC,Chemistry,Statistical thermodynamics of protein stability in mixed aqueous solutions,24/04/2006,23/04/2008,Closed,https://gtr.ukri.org:443/projects?ref=EP/D032393/1,123783.0
EPSRC,Sch of Mathematical & Physical Sciences,Research collaboration between Mark Broom and Jan Rychtar in mathematical biology,24/03/2007,23/04/2008,Closed,https://gtr.ukri.org:443/projects?ref=EP/E043402/1,15032.0
BBSRC,Plant Genetics and Breeding,Optimising the development of the energy grass Miscanthus through manipulation of flowering time,24/09/2007,23/04/2008,Closed,https://gtr.ukri.org:443/projects?ref=BB/E014933/1,637358.0
EPSRC,Music,Early Development for 'The Nineteenth Step' - exploring mathematics in performance,24/03/2008,23/04/2008,Closed,https://gtr.ukri.org:443/projects?ref=EP/G001650/1,20530.0
EPSRC,Inst of Photonics,Deep- to near-ultraviolet surface-emitting semiconductor laser sources for biomedicine,24/04/2006,23/04/2008,Closed,https://gtr.ukri.org:443/projects?ref=EP/D061032/1,124091.0
MRC,Human Genetics,Fine mapping and positional cloning of an X linked congenital nystagmus gene,01/07/2006,21/04/2008,Closed,https://gtr.ukri.org:443/projects?ref=G0501759,181969.0
ESRC,Sch of Social Pol Sociology & Social Res,Fraud and Error: Factors Affecting Compliance with rules,01/01/2008,21/04/2008,Closed,https://gtr.ukri.org:443/projects?ref=RES-173-27-0017,17966.0
AHRC,Classics Faculty,Auxilia externa: the use of non-Italian manpower under the Roman Republic,07/01/2008,20/04/2008,Closed,https://gtr.ukri.org:443/projects?ref=AH/F003250/1,20178.0
AHRC,Asian and Middle Eastern Studies,Second Language Acquisition of Chinese Wh-words as Universal Quantifiers by English and Japanese Speakers,20/04/2007,19/04/2008,Closed,https://gtr.ukri.org:443/projects?ref=AH/E005322/1,15571.0
NERC,"Sch of Geography, Earth & Env Sciences",Understanding the fate and behaviour of manufactured nanoparticles in natural waters,20/08/2007,19/04/2008,Closed,https://gtr.ukri.org:443/projects?ref=NE/E014496/1,48327.0
AHRC,Faculty of Media Art and Technology,"The Prints, Bookworks and drawings of Birgit Skiold (1923-1982), an interactive 'catalogue-raisonne' based on works in the BSMT collection",01/03/2007,18/04/2008,Closed,https://gtr.ukri.org:443/projects?ref=AH/E509746/1,65922.0
BBSRC,Cardiovascular Sciences,A strategy for rapid directed modification of protein binding properties,19/04/2007,18/04/2008,Closed,https://gtr.ukri.org:443/projects?ref=BB/E019404/1,92590.0
EPSRC,"Naval Architecture, Ocean & Marine Eng",Experimental and Theoretical Study of Ship Resistance with Unsteady Forward Speed,17/03/2008,16/04/2008,Closed,https://gtr.ukri.org:443/projects?ref=EP/F019998/1,13831.0
EPSRC,Computer Science,How to Fix Inconsistencies in Design Models,17/09/2007,16/04/2008,Closed,https://gtr.ukri.org:443/projects?ref=EP/F032110/1,62973.0
BBSRC,Biochemistry,Increasing the sensitivity of detection of targeted MRI contrast agents using image analysis,16/10/2006,15/04/2008,Closed,https://gtr.ukri.org:443/projects?ref=BB/E000266/1,147780.0
EPSRC,Chemistry,Intensified Integrated Bio-Refinery,16/10/2006,15/04/2008,Closed,https://gtr.ukri.org:443/projects?ref=EP/E010652/1,117753.0
NERC,Sch of Biological Sciences,Workshop - Predicting Zoonotic Outbreaks: Building on the Plague Threshold Model,16/04/2007,15/04/2008,Closed,https://gtr.ukri.org:443/projects?ref=NE/E007899/1,43831.0
AHRC,Sch of Creative Arts,"Bach's Well-Tempered Clavier, Book II -- Composition, Revision and Reception",15/08/2006,15/04/2008,Closed,https://gtr.ukri.org:443/projects?ref=AH/E508529/1,15957.0
NERC,Scottish Association For Marine Science,Development of Bioemulsifier Production to Advance Commercial Explotation Opportunities,16/04/2007,15/04/2008,Closed,https://gtr.ukri.org:443/projects?ref=NE/E523272/1,81249.0
NERC,Sch of Geosciences,Glacial climates in the South Pacific and subsidence rates in Tahiti: high-resolution records from annually-banded corals,15/01/2008,14/04/2008,Closed,https://gtr.ukri.org:443/projects?ref=NE/F01659X/1,2181.0
BBSRC,Plant Genetics and Breeding,The establishment and application of a forward genetic resource for the development of efficient breeding strategies in grass and cereals,15/05/2007,14/04/2008,Closed,https://gtr.ukri.org:443/projects?ref=BB/E00654X/1,866609.0
EPSRC,Physics,"Third International Indentation Workshop, 15 - 20 July 2007, Cavendish Laboratory, University of Cambridge, Cambridge",15/07/2007,14/04/2008,Closed,https://gtr.ukri.org:443/projects?ref=EP/F016352/1,12316.0
EPSRC,School of Computer Science,Ambient information representation: managing increasing data (overseas travel grant),15/02/2008,14/04/2008,Closed,https://gtr.ukri.org:443/projects?ref=EP/F065647/1,16874.0
NERC,The Centre for Environmental Policy,Atmospheric chemistry and impacts of volatile and semi-volatile organic compounds: Fellowship extension application,15/06/2006,14/04/2008,Closed,https://gtr.ukri.org:443/projects?ref=NE/D008794/1,529570.0
BBSRC,School of Biosciences,Design of a novel photonic biosensor based on whispering-gallery modes of dielectric microspheres for high-throughput immunoassays,15/02/2007,14/04/2008,Closed,https://gtr.ukri.org:443/projects?ref=BB/E005624/1,82099.0
EPSRC,Sch of Engineering and Materials Science,Advanced Numerical Modeling for Plate/Shell Structures with Multicomponent and Composite Materials--Meshless Technique Approach,14/10/2007,13/04/2008,Closed,https://gtr.ukri.org:443/projects?ref=EP/E050573/1,48945.0
AHRC,Law,Legal Reasoning in Economic and Social Rights Cases,14/01/2008,13/04/2008,Closed,https://gtr.ukri.org:443/projects?ref=AH/F00558X/1,21568.0
AHRC,Law,The Separation of Powers in the Contemporary Constitution,14/01/2008,13/04/2008,Closed,https://gtr.ukri.org:443/projects?ref=AH/F001746/1,18452.0
AHRC,Archaeology,"Saisand its Hinterland: dynamics, power and environment in the North-West Nile Delta",14/01/2008,13/04/2008,Closed,https://gtr.ukri.org:443/projects?ref=AH/F00205X/1,17640.0
ESRC,Sch of Social Sciences,Delivering public services in the mixed economy of welfare: Putting research into practice,12/09/2007,11/04/2008,Closed,https://gtr.ukri.org:443/projects?ref=RES-172-25-0051,40039.0
EPSRC,Architecture Planning and Landscape,"Advanced computing techniques in the areas of: interactive spatial environments, biomimetic generative methods and motion graphics",12/06/2007,11/04/2008,Closed,https://gtr.ukri.org:443/projects?ref=EP/E046924/1,9281.0
EPSRC,Civil Environmental and Geomatic Eng,In the pipeline: new directions in water research,10/09/2007,09/04/2008,Closed,https://gtr.ukri.org:443/projects?ref=EP/F027915/1,7281.0
BBSRC,Contracts Office,Integration of Cruciferae genetic and genomic maps (ICMaps),10/04/2006,09/04/2008,Closed,https://gtr.ukri.org:443/projects?ref=BBS/E/J/000CA275,31076.0
BBSRC,Chemistry,Small nanoparticles: Design and synthesis of shape variants as multiplex biological probes for immuno-electron microscopy.,09/01/2007,08/04/2008,Closed,https://gtr.ukri.org:443/projects?ref=BB/E00637X/1,99900.0
AHRC,History of Art,The Encrypted Object: The Secret World of Sixties Sculpture,08/01/2008,07/04/2008,Closed,https://gtr.ukri.org:443/projects?ref=AH/F003412/1,18540.0
AHRC,English,'The Gunpowder Plot: A Narratological Enquiry',08/01/2008,07/04/2008,Closed,https://gtr.ukri.org:443/projects?ref=AH/F004656/1,17523.0
AHRC,Museums and Collections,3D Colour Laser Scanning Workshop and Conference,01/07/2007,06/04/2008,Closed,https://gtr.ukri.org:443/projects?ref=AH/F001096/1,16347.0
AHRC,English Faculty,"The Fragmented Playtext in Shakespearean England, 1576-1642",07/01/2008,06/04/2008,Closed,https://gtr.ukri.org:443/projects?ref=AH/F002475/1,23499.0
AHRC,History,The 'Red Terror': Repression in Republican Madrid during the Spanish Civil War,07/01/2008,06/04/2008,Closed,https://gtr.ukri.org:443/projects?ref=AH/F003579/1,17330.0
AHRC,Oriental Institute,A monograph on 'Religion and Politics in Late Medieval Islam: Conversion to Islam in the Mongol Ilkhanate (1218-1357)',07/01/2008,06/04/2008,Closed,https://gtr.ukri.org:443/projects?ref=AH/F003218/1,21967.0
EPSRC,Physics,Magnetic X-ray imaging of patterned NiFe arrays,05/10/2007,04/04/2008,Closed,https://gtr.ukri.org:443/projects?ref=EP/F026765/1,5798.0
ESRC,Nursing Midwifery and Social Care,Emotional Experience and Quality of Life Following a Spinal Cord Injury: An Interpretative Phenomenological Analysis (ES,10/04/2007,04/04/2008,Closed,https://gtr.ukri.org:443/projects?ref=ES/E025382/1,63330.0
MRC,Medical and Human Sciences,Northern (&amp; Bristol) Prostate Cancer Collaborative - Manchester component,04/03/2002,03/04/2008,Closed,https://gtr.ukri.org:443/projects?ref=G0100446,699434.0
